Transaction No,Customer ID,Date,Amount
676,phizntrg@hotmail.com,12/04/17,180
677,emmanuel@live.com,19/07/18,285
678,emmanuel@live.com,17/09/18,285
679,hwestiii@comcast.net,15/10/17,171
680,hwestiii@comcast.net,14/12/17,171
681,tbmaddux@me.com,28/04/18,165
682,tbmaddux@me.com,27/06/18,165
683,malin@comcast.net,28/11/17,180
684,malin@comcast.net,27/01/18,180
685,hahiss@yahoo.com,21/11/17,234
686,hahiss@yahoo.com,29/01/18,234
687,pedwards@msn.com,11/09/18,204
688,joehall@yahoo.ca,21/10/16,216
689,chunzi@outlook.com,11/10/16,120
690,chunzi@outlook.com,19/12/16,120
691,aibrahim@msn.com,18/11/16,144
692,aibrahim@msn.com,26/01/17,144
693,rnewman@optonline.net,31/08/18,201
694,pkplex@gmail.com,27/04/18,123
695,pkplex@gmail.com,26/06/18,123
696,irving@aol.com,30/10/17,198
697,irving@aol.com,29/12/17,198
698,ghost@live.com,18/02/17,291
699,ghost@live.com,28/04/17,291
700,meder@msn.com,31/08/17,264
701,meder@msn.com,08/11/17,264
702,padme@yahoo.ca,15/03/18,186
703,padme@yahoo.ca,23/05/18,186
704,jfriedl@mac.com,08/03/17,222
705,jfriedl@mac.com,07/05/17,222
706,formis@msn.com,17/08/17,204
707,formis@msn.com,25/10/17,204
708,janusfury@optonline.net,01/09/16,162
709,janusfury@optonline.net,31/10/16,162
710,jramio@live.com,20/04/18,90
711,jramio@live.com,28/06/18,90
712,mrdvt@me.com,07/01/17,291
713,mrdvt@me.com,08/03/17,291
714,hillct@yahoo.ca,07/01/17,174
715,hillct@yahoo.ca,08/03/17,174
716,rwelty@live.com,17/06/18,129
717,rwelty@live.com,16/08/18,129
718,iapetus@live.com,14/07/17,276
719,iapetus@live.com,21/09/17,276
720,pavel@outlook.com,05/12/16,171
721,pavel@outlook.com,03/02/17,171
722,sharon@yahoo.com,30/12/16,156
723,sharon@yahoo.com,09/03/17,156
724,tmccarth@att.net,06/05/17,276
725,tmccarth@att.net,05/07/17,276
726,jdhedden@sbcglobal.net,01/07/18,201
727,jdhedden@sbcglobal.net,30/08/18,201
728,vlefevre@me.com,25/10/17,177
729,vlefevre@me.com,24/12/17,177
730,techie@gmail.com,19/07/17,141
731,techie@gmail.com,17/09/17,141
732,wkrebs@live.com,24/12/16,246
733,bmidd@att.net,11/05/18,216
734,teverett@att.net,23/07/18,219
735,teverett@att.net,21/09/18,219
736,bader@yahoo.com,08/09/17,276
737,bader@yahoo.com,16/11/17,276
738,jwarren@yahoo.com,12/09/16,102
739,floxy@gmail.com,03/07/18,216
740,floxy@gmail.com,01/09/18,216
741,shawnce@yahoo.ca,26/05/17,216
742,shawnce@yahoo.ca,25/07/17,216
743,malin@sbcglobal.net,10/09/16,123
744,malin@sbcglobal.net,18/11/16,123
745,jusdisgi@aol.com,16/11/17,282
746,jusdisgi@aol.com,15/01/18,282
747,murdocj@comcast.net,18/05/17,285
748,murdocj@comcast.net,17/07/17,285
749,mobileip@msn.com,11/02/17,153
750,spadkins@msn.com,13/01/17,162
751,floxy@gmail.com,03/05/17,249
752,ajohnson@live.com,18/03/17,258
753,ajohnson@live.com,17/05/17,258
754,miyop@hotmail.com,22/01/17,276
755,miyop@hotmail.com,23/03/17,276
756,jdray@verizon.net,04/03/18,144
757,jdray@verizon.net,12/05/18,144
758,mrobshaw@sbcglobal.net,26/04/17,159
759,mrobshaw@sbcglobal.net,25/06/17,159
760,aardo@gmail.com,03/10/16,198
761,bonmots@yahoo.com,16/03/18,159
762,mugwump@verizon.net,15/09/16,228
763,mugwump@verizon.net,14/11/16,228
764,uncled@hotmail.com,09/08/17,270
765,fraser@me.com,24/02/18,168
766,fraser@me.com,04/05/18,168
767,saridder@live.com,07/05/17,144
768,saridder@live.com,06/07/17,144
769,sharon@icloud.com,03/08/18,279
770,pizza@outlook.com,19/10/16,156
771,pizza@outlook.com,18/12/16,156
772,codex@yahoo.ca,07/08/18,99
773,codex@yahoo.ca,06/10/18,99
774,attwood@live.com,17/05/18,258
775,chlim@att.net,30/06/18,198
776,chlim@att.net,29/08/18,198
777,rhavyn@sbcglobal.net,29/08/17,96
778,pereinar@gmail.com,25/10/17,243
779,pereinar@gmail.com,24/12/17,243
780,ahuillet@live.com,06/05/17,261
781,ahuillet@live.com,14/07/17,261
782,jsmith@hotmail.com,27/01/18,186
783,jsmith@hotmail.com,06/04/18,186
784,jpflip@sbcglobal.net,03/03/17,243
785,bdbrown@mac.com,12/08/17,195
786,dartlife@sbcglobal.net,21/07/18,159
787,dartlife@sbcglobal.net,19/09/18,159
788,moinefou@yahoo.ca,27/08/16,231
789,malin@yahoo.com,18/09/16,255
790,caronni@comcast.net,25/08/16,297
791,caronni@comcast.net,24/10/16,297
792,bdthomas@mac.com,05/07/18,123
793,bdthomas@mac.com,03/09/18,123
794,dhwon@sbcglobal.net,13/10/16,144
795,novanet@aol.com,19/01/18,258
796,novanet@aol.com,29/03/18,258
797,flaviog@att.net,16/02/17,234
798,flaviog@att.net,17/04/17,234
799,dsowsy@verizon.net,21/06/18,276
800,dsowsy@verizon.net,20/08/18,276
801,yenya@optonline.net,13/09/16,222
802,jaxweb@gmail.com,07/05/17,270
803,jaxweb@gmail.com,06/07/17,270
804,hampton@yahoo.com,12/09/16,279
805,whimsy@yahoo.com,31/01/18,267
806,whimsy@yahoo.com,01/04/18,267
807,grdschl@gmail.com,07/07/18,285
808,grdschl@gmail.com,05/09/18,285
809,dieman@live.com,16/10/16,258
810,dieman@live.com,15/12/16,258
811,manuals@optonline.net,24/08/16,165
812,rkobes@yahoo.ca,19/02/18,93
813,tbusch@att.net,14/09/16,147
814,earmstro@comcast.net,11/06/18,144
815,stecoop@hotmail.com,11/04/18,249
816,knorr@verizon.net,04/10/16,141
817,boein@hotmail.com,01/10/18,279
818,drolsky@aol.com,16/07/18,105
819,drolsky@aol.com,14/09/18,105
820,portscan@aol.com,25/11/17,297
821,portscan@aol.com,02/02/18,297
822,bryam@icloud.com,10/02/17,159
823,bryam@icloud.com,11/04/17,159
824,chaki@gmail.com,25/01/17,267
825,chaki@gmail.com,26/03/17,267
826,jmmuller@yahoo.com,17/01/17,249
827,jmmuller@yahoo.com,18/03/17,249
828,barjam@icloud.com,17/10/17,123
829,barjam@icloud.com,16/12/17,123
830,dogdude@yahoo.ca,05/06/17,150
831,dogdude@yahoo.ca,04/08/17,150
832,mgemmons@gmail.com,26/09/16,129
833,gravyface@me.com,14/06/17,90
834,irving@aol.com,03/01/17,159
835,irving@aol.com,13/03/17,159
836,pkplex@gmail.com,01/11/17,156
837,ylchang@msn.com,21/06/18,144
838,ylchang@msn.com,20/08/18,144
839,horrocks@yahoo.com,07/12/17,204
840,horrocks@yahoo.com,05/02/18,204
841,burniske@icloud.com,10/08/18,225
842,jshirley@icloud.com,29/07/18,246
843,yfreund@outlook.com,03/09/17,129
844,yfreund@outlook.com,02/11/17,129
845,pspoole@outlook.com,08/03/18,282
846,pspoole@outlook.com,07/05/18,282
847,zavadsky@yahoo.com,30/07/18,273
848,mrobshaw@comcast.net,01/09/17,261
849,mrobshaw@comcast.net,09/11/17,261
850,bwcarty@optonline.net,24/05/17,99
851,bwcarty@optonline.net,23/07/17,99
852,kostas@mac.com,12/09/16,195
853,kostas@mac.com,11/11/16,195
854,debest@yahoo.ca,17/10/16,132
855,webinc@me.com,10/06/17,186
856,webinc@me.com,09/08/17,186
857,panolex@live.com,24/03/18,186
858,panolex@live.com,23/05/18,186
859,iamcal@gmail.com,08/10/16,126
860,iamcal@gmail.com,16/12/16,126
861,juliano@msn.com,19/12/16,273
862,juliano@msn.com,17/02/17,273
863,rnewman@sbcglobal.net,17/06/17,279
864,rnewman@sbcglobal.net,16/08/17,279
865,adillon@optonline.net,08/03/17,174
866,adillon@optonline.net,07/05/17,174
867,nichoj@hotmail.com,13/06/17,264
868,nichoj@hotmail.com,12/08/17,264
869,kmself@msn.com,06/02/18,150
870,kmself@msn.com,07/04/18,150
871,openldap@optonline.net,04/11/17,120
872,openldap@optonline.net,12/01/18,120
873,qmacro@msn.com,22/07/17,237
874,qmacro@msn.com,20/09/17,237
875,flavell@icloud.com,20/12/17,210
876,pedwards@verizon.net,16/09/17,90
877,pedwards@verizon.net,24/11/17,90
878,henkp@optonline.net,17/03/17,171
879,henkp@optonline.net,16/05/17,171
880,chlim@mac.com,13/04/17,189
881,chlim@mac.com,12/06/17,189
882,juliano@att.net,25/02/18,117
883,juliano@att.net,26/04/18,117
884,emcleod@live.com,07/12/16,117
885,punkis@live.com,07/07/18,270
886,punkis@live.com,14/09/18,270
887,kspiteri@outlook.com,18/12/17,189
888,kspiteri@outlook.com,16/02/18,189
889,mavilar@mac.com,06/04/18,144
890,mavilar@mac.com,14/06/18,144
891,smeier@comcast.net,22/05/17,123
892,saridder@live.com,10/05/18,93
893,saridder@live.com,18/07/18,93
894,grady@live.com,12/07/17,120
895,grady@live.com,19/09/17,120
896,khris@comcast.net,07/08/18,279
897,khris@comcast.net,15/10/18,279
898,mjewell@mac.com,07/12/17,279
899,mjewell@mac.com,05/02/18,279
900,dogdude@comcast.net,17/12/17,114
901,dogdude@comcast.net,15/02/18,114
902,reeds@comcast.net,07/06/17,234
903,reeds@comcast.net,15/08/17,234
904,sartak@msn.com,24/12/17,273
905,sartak@msn.com,03/03/18,273
906,kempsonc@comcast.net,15/08/18,255
907,kempsonc@comcast.net,23/10/18,255
908,dougj@live.com,16/10/16,267
909,dougj@live.com,24/12/16,267
910,giafly@comcast.net,14/04/17,228
911,ranasta@live.com,31/01/17,279
912,ranasta@live.com,01/04/17,279
913,tubajon@comcast.net,05/05/17,297
914,tubajon@comcast.net,04/07/17,297
915,chaki@gmail.com,02/02/17,264
916,chaki@gmail.com,12/04/17,264
917,gamma@comcast.net,10/11/17,273
918,gamma@comcast.net,09/01/18,273
919,ilial@icloud.com,04/12/16,189
920,ilial@icloud.com,02/02/17,189
921,ianbuck@comcast.net,14/10/17,174
922,ianbuck@comcast.net,13/12/17,174
923,ryanshaw@sbcglobal.net,18/02/18,189
924,ryanshaw@sbcglobal.net,19/04/18,189
925,jonadab@yahoo.com,09/05/18,222
926,jonadab@yahoo.com,17/07/18,222
927,mugwump@gmail.com,16/01/18,243
928,mugwump@gmail.com,26/03/18,243
929,sfoskett@att.net,15/08/17,282
930,sfoskett@att.net,23/10/17,282
931,fangorn@icloud.com,04/10/17,264
932,fangorn@icloud.com,12/12/17,264
933,sacraver@hotmail.com,31/01/18,141
934,claypool@comcast.net,04/09/16,147
935,nwiger@aol.com,06/06/17,168
936,nwiger@aol.com,14/08/17,168
937,harpes@sbcglobal.net,07/06/18,156
938,gerlo@hotmail.com,14/08/17,132
939,gerlo@hotmail.com,13/10/17,132
940,bigmauler@sbcglobal.net,14/11/16,96
941,bigmauler@sbcglobal.net,13/01/17,96
942,mwandel@yahoo.ca,15/04/17,189
943,mwandel@yahoo.ca,14/06/17,189
944,chunzi@comcast.net,25/08/18,294
945,chunzi@comcast.net,24/10/18,294
946,joehall@live.com,08/08/17,177
947,joehall@live.com,07/10/17,177
948,uncle@aol.com,22/01/17,114
949,uncle@aol.com,23/03/17,114
950,rohitm@yahoo.ca,23/03/17,144
951,rohitm@yahoo.ca,22/05/17,144
952,pakaste@mac.com,14/11/16,279
953,pakaste@mac.com,13/01/17,279
954,reziac@comcast.net,21/10/17,144
955,reziac@comcast.net,20/12/17,144
956,clkao@comcast.net,02/02/17,270
957,josem@sbcglobal.net,27/05/18,204
958,josem@sbcglobal.net,26/07/18,204
959,bigmauler@icloud.com,14/02/18,291
960,bigmauler@icloud.com,24/04/18,291
961,ideguy@me.com,05/09/17,144
962,sburke@icloud.com,20/05/17,90
963,sburke@icloud.com,19/07/17,90
964,credmond@yahoo.ca,11/07/17,126
965,credmond@yahoo.ca,18/09/17,126
966,jonadab@yahoo.com,26/06/18,231
967,jonadab@yahoo.com,03/09/18,231
968,pakaste@mac.com,28/01/17,108
969,pakaste@mac.com,07/04/17,108
970,timtroyr@outlook.com,24/06/18,117
971,timtroyr@outlook.com,23/08/18,117
972,josephw@optonline.net,23/02/17,177
973,josephw@optonline.net,03/05/17,177
974,guialbu@me.com,21/03/17,273
975,animats@aol.com,18/09/16,219
976,animats@aol.com,17/11/16,219
977,chrwin@gmail.com,20/04/18,114
978,atmarks@outlook.com,22/02/18,291
979,atmarks@outlook.com,23/04/18,291
980,podmaster@comcast.net,15/10/16,264
981,mnemonic@mac.com,26/08/18,198
982,mnemonic@mac.com,25/10/18,198
983,library@live.com,23/10/16,99
984,isorashi@comcast.net,29/08/18,246
985,isorashi@comcast.net,28/10/18,246
986,cumarana@verizon.net,20/10/18,219
987,sriha@verizon.net,03/02/18,183
988,sriha@verizon.net,04/04/18,183
989,parsimony@yahoo.ca,22/07/18,150
990,parsimony@yahoo.ca,20/09/18,150
991,raides@mac.com,12/04/17,234
992,raides@mac.com,11/06/17,234
993,podmaster@comcast.net,14/03/18,234
994,pajas@mac.com,25/01/17,204
995,pajas@mac.com,26/03/17,204
996,aglassis@icloud.com,24/05/17,255
997,aglassis@icloud.com,23/07/17,255
998,feamster@outlook.com,22/11/16,150
999,feamster@outlook.com,21/01/17,150
1000,leocharre@verizon.net,20/04/17,108
1001,leocharre@verizon.net,19/06/17,108
1002,druschel@mac.com,07/11/17,129
1003,druschel@mac.com,06/01/18,129
1004,bowmanbs@me.com,24/02/17,159
1005,mchugh@aol.com,28/10/16,291
1006,mchugh@aol.com,05/01/17,291
1007,corrada@verizon.net,09/09/17,288
1008,corrada@verizon.net,08/11/17,288
1009,tkrotchko@yahoo.ca,06/09/16,258
1010,dwheeler@sbcglobal.net,13/12/17,192
1011,dwheeler@sbcglobal.net,11/02/18,192
1012,plover@outlook.com,10/02/17,168
1013,plover@outlook.com,11/04/17,168
1014,pontipak@me.com,06/06/18,189
1015,pontipak@me.com,14/08/18,189
1016,mccurley@me.com,03/08/17,108
1017,mccurley@me.com,11/10/17,108
1018,cparis@sbcglobal.net,02/09/16,93
1019,mjewell@live.com,05/10/16,192
1020,joehall@att.net,07/04/18,156
1021,joehall@att.net,06/06/18,156
1022,iapetus@live.com,29/11/17,213
1023,iapetus@live.com,28/01/18,213
1024,warrior@me.com,01/12/16,282
1025,warrior@me.com,08/02/17,282
1026,mpiotr@att.net,27/01/18,234
1027,hellfire@yahoo.com,27/06/18,258
1028,jfinke@yahoo.com,04/02/18,243
1029,jfinke@yahoo.com,14/04/18,243
1030,jrifkin@msn.com,18/10/17,135
1031,jrifkin@msn.com,26/12/17,135
1032,ahmad@sbcglobal.net,18/04/18,297
1033,ahmad@sbcglobal.net,17/06/18,297
1034,greear@msn.com,26/01/17,159
1035,greear@msn.com,05/04/17,159
1036,cisugrad@mac.com,10/02/18,228
1037,gomor@live.com,20/09/16,117
1038,gfody@aol.com,22/02/17,174
1039,gfody@aol.com,23/04/17,174
1040,ntegrity@gmail.com,19/10/16,189
1041,esbeck@mac.com,22/05/17,276
1042,esbeck@mac.com,21/07/17,276
1043,jfmulder@att.net,09/05/18,153
1044,jfmulder@att.net,08/07/18,153
1045,jorgb@outlook.com,15/04/17,300
1046,jorgb@outlook.com,23/06/17,300
1047,warrior@comcast.net,29/05/18,180
1048,warrior@comcast.net,06/08/18,180
1049,gknauss@yahoo.com,08/06/17,93
1050,oechslin@icloud.com,27/07/17,135
1051,oechslin@icloud.com,25/09/17,135
1052,errxn@verizon.net,01/05/17,150
1053,specprog@live.com,26/06/17,159
1054,specprog@live.com,03/09/17,159
1055,schumer@icloud.com,07/03/17,162
1056,schumer@icloud.com,15/05/17,162
1057,moonlapse@verizon.net,13/10/18,159
1058,moxfulder@sbcglobal.net,14/03/17,168
1059,moxfulder@sbcglobal.net,13/05/17,168
1060,gtewari@sbcglobal.net,15/04/17,240
1061,parrt@icloud.com,24/11/17,222
1062,parrt@icloud.com,23/01/18,222
1063,raides@msn.com,19/09/17,132
1064,raides@msn.com,18/11/17,132
1065,alias@icloud.com,23/01/18,174
1066,roamer@comcast.net,18/06/17,249
1067,ninenine@comcast.net,25/12/16,189
1068,ninenine@comcast.net,23/02/17,189
1069,crimsane@gmail.com,24/02/18,255
1070,crimsane@gmail.com,04/05/18,255
1071,boftx@verizon.net,09/10/17,255
1072,boftx@verizon.net,08/12/17,255
1073,godeke@me.com,24/09/16,291
1074,godeke@me.com,23/11/16,291
1075,stewwy@gmail.com,06/10/16,282
1076,stewwy@gmail.com,05/12/16,282
1077,gilmoure@sbcglobal.net,06/06/18,240
1078,gilmoure@sbcglobal.net,05/08/18,240
1079,studyabr@live.com,04/07/17,90
1080,studyabr@live.com,02/09/17,90
1081,gerlo@hotmail.com,04/02/18,222
1082,gerlo@hotmail.com,14/04/18,222
1083,preneel@sbcglobal.net,16/11/17,210
1084,preneel@sbcglobal.net,15/01/18,210
1085,vertigo@hotmail.com,01/10/17,273
1086,vertigo@hotmail.com,30/11/17,273
1087,rasca@aol.com,12/03/18,195
1088,rasca@aol.com,11/05/18,195
1089,specprog@yahoo.com,28/04/17,117
1090,specprog@yahoo.com,27/06/17,117
1091,ubergeeb@sbcglobal.net,31/10/16,108
1092,ubergeeb@sbcglobal.net,08/01/17,108
1093,frosal@mac.com,29/07/18,108
1094,frosal@mac.com,06/10/18,108
1095,fairbank@msn.com,27/05/17,237
1096,fairbank@msn.com,26/07/17,237
1097,ccohen@msn.com,19/10/16,216
1098,barlow@comcast.net,21/12/17,135
1099,barlow@comcast.net,19/02/18,135
1100,dartlife@yahoo.com,07/01/18,171
1101,dartlife@yahoo.com,17/03/18,171
1102,drhyde@comcast.net,03/10/16,150
1103,specprog@aol.com,03/10/17,162
1104,rfisher@sbcglobal.net,04/09/16,174
1105,mwandel@mac.com,21/06/17,282
1106,mwandel@mac.com,20/08/17,282
1107,bhima@verizon.net,16/08/17,234
1108,guialbu@yahoo.com,08/10/17,225
1109,guialbu@yahoo.com,07/12/17,225
1110,mxiao@hotmail.com,06/04/18,123
1111,mxiao@hotmail.com,05/06/18,123
1112,rhialto@yahoo.com,11/01/18,120
1113,rhialto@yahoo.com,12/03/18,120
1114,jschauma@live.com,30/05/18,252
1115,jamuir@icloud.com,12/07/17,162
1116,podmaster@comcast.net,03/10/16,117
1117,podmaster@comcast.net,02/12/16,117
1118,roesch@yahoo.ca,12/07/18,126
1119,roesch@yahoo.ca,10/09/18,126
1120,arnold@verizon.net,28/09/16,171
1121,ilikered@mac.com,25/11/16,120
1122,ilikered@mac.com,24/01/17,120
1123,wenzlaff@mac.com,21/08/18,279
1124,jdhedden@comcast.net,15/10/17,153
1125,jdhedden@comcast.net,23/12/17,153
1126,jshirley@msn.com,10/12/17,243
1127,jshirley@msn.com,08/02/18,243
1128,natepuri@hotmail.com,09/02/17,123
1129,natepuri@hotmail.com,19/04/17,123
1130,andersbr@optonline.net,08/03/17,150
1131,andersbr@optonline.net,16/05/17,150
1132,nicktrig@att.net,24/02/17,210
1133,nicktrig@att.net,04/05/17,210
1134,nelson@yahoo.com,10/04/18,108
1135,nelson@yahoo.com,09/06/18,108
1136,isaacson@att.net,20/12/17,174
1137,isaacson@att.net,27/02/18,174
1138,murdocj@outlook.com,18/09/17,159
1139,murdocj@outlook.com,17/11/17,159
1140,frikazoyd@msn.com,08/09/16,93
1141,portele@mac.com,18/02/17,168
1142,portele@mac.com,19/04/17,168
1143,nwiger@aol.com,09/10/16,246
1144,nwiger@aol.com,08/12/16,246
1145,rgarcia@aol.com,14/07/17,249
1146,philen@att.net,22/04/18,261
1147,arachne@verizon.net,19/02/18,237
1148,arachne@verizon.net,29/04/18,237
1149,bdthomas@hotmail.com,16/01/17,222
1150,bdthomas@hotmail.com,17/03/17,222
1151,esokullu@verizon.net,28/04/17,195
1152,esokullu@verizon.net,06/07/17,195
1153,mxiao@comcast.net,06/05/18,219
1154,mxiao@comcast.net,05/07/18,219
1155,amcuri@live.com,22/04/17,183
1156,amcuri@live.com,21/06/17,183
1157,whimsy@outlook.com,09/09/16,141
1158,jandrese@sbcglobal.net,11/01/18,249
1159,jandrese@sbcglobal.net,12/03/18,249
1160,benits@verizon.net,25/06/18,111
1161,benits@verizon.net,24/08/18,111
1162,gregh@yahoo.ca,03/01/17,183
1163,gregh@yahoo.ca,04/03/17,183
1164,sacraver@live.com,10/07/18,168
1165,sacraver@live.com,17/09/18,168
1166,gordonjcp@verizon.net,08/11/17,276
1167,arnold@optonline.net,29/01/18,147
1168,arnold@optonline.net,08/04/18,147
1169,pierce@att.net,28/01/17,255
1170,pierce@att.net,29/03/17,255
1171,adamk@att.net,10/09/16,240
1172,ubergeeb@me.com,25/05/18,96
1173,ubergeeb@me.com,02/08/18,96
1174,clkao@comcast.net,07/10/16,270
1175,laird@me.com,25/09/16,213
1176,laird@me.com,24/11/16,213
1177,timlinux@optonline.net,25/01/17,129
1178,timlinux@optonline.net,04/04/17,129
1179,jandrese@sbcglobal.net,05/02/18,261
1180,jandrese@sbcglobal.net,06/04/18,261
1181,smcnabb@yahoo.com,03/10/16,246
1182,bogjobber@optonline.net,01/07/17,279
1183,bogjobber@optonline.net,30/08/17,279
1184,kjetilk@optonline.net,10/05/18,237
1185,kjetilk@optonline.net,09/07/18,237
1186,vlefevre@yahoo.ca,23/10/16,117
1187,jyoliver@live.com,11/12/16,207
1188,jyoliver@live.com,18/02/17,207
1189,gamma@icloud.com,08/03/17,264
1190,malattia@mac.com,17/10/17,141
1191,malattia@mac.com,16/12/17,141
1192,hwestiii@me.com,10/03/18,159
1193,report@mac.com,11/09/16,207
1194,helger@hotmail.com,10/02/18,156
1195,helger@hotmail.com,11/04/18,156
1196,jandrese@sbcglobal.net,25/02/17,228
1197,jandrese@sbcglobal.net,26/04/17,228
1198,warrior@hotmail.com,07/10/18,204
1199,sequin@aol.com,01/10/17,123
1200,sequin@aol.com,30/11/17,123
1201,jmmuller@sbcglobal.net,08/10/17,177
1202,atmarks@verizon.net,22/11/16,150
1203,atmarks@verizon.net,30/01/17,150
1204,gslondon@live.com,12/09/16,297
1205,gslondon@live.com,11/11/16,297
1206,hellfire@yahoo.com,29/04/18,123
1207,hellfire@yahoo.com,28/06/18,123
1208,samavati@yahoo.ca,20/07/18,177
1209,samavati@yahoo.ca,18/09/18,177
1210,bogjobber@optonline.net,14/10/16,291
1211,bogjobber@optonline.net,13/12/16,291
1212,danny@icloud.com,17/10/17,261
1213,danny@icloud.com,16/12/17,261
1214,jlbaumga@sbcglobal.net,05/10/17,252
1215,jlbaumga@sbcglobal.net,13/12/17,252
1216,wetter@yahoo.ca,14/01/18,210
1217,wetter@yahoo.ca,24/03/18,210
1218,research@hotmail.com,20/01/17,204
1219,research@hotmail.com,21/03/17,204
1220,aschmitz@aol.com,10/08/18,216
1221,aschmitz@aol.com,18/10/18,216
1222,osrin@msn.com,12/02/18,228
1223,wildfire@me.com,09/03/18,147
1224,wildfire@me.com,08/05/18,147
1225,joehall@att.net,11/12/16,219
1226,joehall@att.net,09/02/17,219
1227,syrinx@gmail.com,07/09/16,102
1228,neuffer@comcast.net,30/09/16,102
1229,neuffer@comcast.net,29/11/16,102
1230,dougj@mac.com,03/04/17,156
1231,dougj@mac.com,02/06/17,156
1232,murdocj@comcast.net,21/10/17,159
1233,murdocj@comcast.net,20/12/17,159
1234,hellfire@icloud.com,16/06/18,204
1235,hellfire@icloud.com,15/08/18,204
1236,mjewell@sbcglobal.net,04/08/17,171
1237,mjewell@sbcglobal.net,12/10/17,171
1238,rasca@yahoo.com,03/06/17,144
1239,rasca@yahoo.com,11/08/17,144
1240,rasca@yahoo.com,14/09/17,216
1241,rasca@yahoo.com,13/11/17,216
1242,denism@hotmail.com,14/04/17,171
1243,denism@hotmail.com,22/06/17,171
1244,ahuillet@verizon.net,07/09/17,120
1245,skoch@aol.com,30/06/18,90
1246,skoch@aol.com,29/08/18,90
1247,errxn@optonline.net,22/06/17,288
1248,errxn@optonline.net,30/08/17,288
1249,tbeck@msn.com,04/11/17,291
1250,tbeck@msn.com,12/01/18,291
1251,gtaylor@aol.com,06/01/17,201
1252,gtaylor@aol.com,07/03/17,201
1253,ranasta@mac.com,11/03/18,165
1254,ranasta@mac.com,10/05/18,165
1255,crobles@me.com,08/07/17,222
1256,crobles@me.com,06/09/17,222
1257,tmccarth@sbcglobal.net,21/01/18,186
1258,tmccarth@sbcglobal.net,22/03/18,186
1259,iamcal@yahoo.com,28/08/18,129
1260,iamcal@yahoo.com,27/10/18,129
1261,trygstad@verizon.net,30/10/17,174
1262,trygstad@verizon.net,07/01/18,174
1263,mchugh@optonline.net,23/08/17,165
1264,mchugh@optonline.net,22/10/17,165
1265,trygstad@hotmail.com,25/04/18,180
1266,trygstad@hotmail.com,24/06/18,180
1267,lstein@yahoo.ca,25/06/17,213
1268,donev@verizon.net,21/09/16,264
1269,donev@verizon.net,29/11/16,264
1270,andersbr@att.net,18/08/18,240
1271,andersbr@att.net,17/10/18,240
1272,alhajj@yahoo.com,30/03/18,255
1273,alhajj@yahoo.com,29/05/18,255
1274,mchugh@yahoo.ca,20/06/17,222
1275,mchugh@yahoo.ca,28/08/17,222
